iter	RMSE
248	0.4055278954
249	0.401716536
250	0.3989332356
251	0.3939003325
252	0.3884257412
253	0.3865331526
254	0.3837562779
255	0.3795261154
256	0.376228093
257	0.371286614
258	0.3690843622
259	0.3640189713
260	0.3588377184
261	0.357075436
262	0.3561335938
263	0.355643698
264	0.3510839462
265	0.3482379592
266	0.3451042402
267	0.3418634294
268	0.3408155946
269	0.3376713599
270	0.3326544734
271	0.3307770411
272	0.3276430353
273	0.3252067319
274	0.322582506
275	0.3182102977
276	0.3148268483
277	0.3095904743
278	0.3077091874
279	0.3044495754
280	0.3016428415
281	0.2975745889
282	0.2970071876
283	0.2930971252
284	0.2901218441
285	0.2882888245
286	0.2878315704
287	0.2843663275
288	0.282279532
289	0.2809773785
290	0.2789883721
291	0.2763251417
292	0.2742207891
293	0.2727293524
294	0.2702446716
295	0.2693970068
296	0.2677038335
297	0.2662817284
298	0.265499897
299	0.2626201407
300	0.260833015
301	0.2572947705
302	0.254411378
303	0.2520750806
304	0.2495448056
305	0.2468290018
306	0.244915114
307	0.2427426858
308	0.2408200547
309	0.2404240886
310	0.2371794031
311	0.2351726384
312	0.2331099687
313	0.2322986263
314	0.230227791
315	0.2275071352
316	0.2254613433
317	0.2237560107
318	0.2230689528
319	0.2218437654
320	0.2198093776
321	0.2179227277
322	0.2170442851
323	0.2143750826
324	0.212347512
325	0.2110941602
326	0.2100552965
327	0.2073791282
328	0.2055512985
329	0.2041514785
330	0.2011568376
331	0.1994588561
332	0.197832678
333	0.1973904575
334	0.1953214124
335	0.1938895261
336	0.1930043144
337	0.1911389966
338	0.189900718
339	0.1882455223
340	0.1859779647
341	0.1856118051
342	0.1838335673
343	0.1826270181
344	0.1812237537
345	0.1802934902
346	0.1798737042
347	0.1783092379
348	0.1773876934
349	0.176228287
350	0.1729093961
351	0.172307788
352	0.1711443566
353	0.1698408921
354	0.168955627
355	0.1683909741
356	0.166720166
357	0.1649637834
358	0.1639520611
359	0.1631537573
360	0.1626616856
361	0.1615275383
362	0.159294421
363	0.1584360541
364	0.157086466
365	0.1555696725
366	0.154735266
367	0.1524247589
368	0.150884538
369	0.1503130575
370	0.1490699503
371	0.1473941996
372	0.1463671146
373	0.1448976649
374	0.1438154679
375	0.1424643157
376	0.140622141
377	0.1392988034
378	0.1389744136
379	0.1385465246
380	0.1380903814
381	0.1363424577
382	0.1350791471
383	0.1338754565
384	0.1323856469
385	0.1321071276
386	0.1311106466
387	0.1307635166
388	0.1291674812
389	0.1280869243
390	0.1264574597
391	0.1260881503
392	0.1244233029
393	0.1240253017
394	0.1237298774
395	0.1227886052
396	0.1221668308
397	0.1210477048
398	0.1207233501
399	0.1189957533
400	0.1184190954
401	0.118067228
402	0.117182193
403	0.1163602107
404	0.1160056235
405	0.1156207922
406	0.1152974131
407	0.1152093971
408	0.1141056578
409	0.1132335569
410	0.1131296822
411	0.1125875004
412	0.1120504984
413	0.1114839443
414	0.1103068932
415	0.1099434047
416	0.1093533481
417	0.1089662545
418	0.1085133201
419	0.1076659468
420	0.1062451387
421	0.1050007253
422	0.1041252967
423	0.103446979
424	0.1029863524
425	0.1015214622
426	0.1007376747
427	0.1001635539
428	0.09927500546
429	0.09904688324
430	0.09825234714
431	0.09741224587
432	0.09707468262
433	0.0961717969
434	0.09555977353
435	0.09506594178
436	0.09477436204
437	0.09388867352
438	0.09301662056
439	0.09223120659
440	0.09208170753
441	0.09189327021
442	0.09143748268
443	0.09075440917
444	0.08991458093
445	0.08904905403
446	0.08892275646
447	0.0878373185
448	0.0877120627
449	0.08665355202
450	0.0858951244
451	0.08518975084
452	0.08408264804
453	0.08293453844
454	0.08234350944
455	0.08148549696
456	0.08136538001
457	0.08042677428
458	0.07973356246
459	0.0791359714
460	0.07859934703
461	0.07783178723
462	0.07725649139
463	0.07654904689
464	0.07533368029
465	0.07502792792
466	0.07394314157
467	0.07361115666
468	0.07292896096
469	0.07263128142
470	0.07180850255
471	0.07151458606
472	0.07056428133
473	0.06995161651
474	0.06984694532
475	0.06907992961
476	0.06821288447
477	0.06720386632
478	0.06706363638
479	0.0663271001
480	0.06558598353
481	0.06466344054
482	0.06437100329
483	0.06379764906
484	0.0633866565
485	0.06284935942
486	0.06226812772
487	0.06121168836
488	0.06081707359
489	0.06039525201
490	0.06023285303
491	0.05969870279
492	0.05916666982
493	0.05852086777
494	0.058381026
495	0.05776209833
496	0.05730450467
497	0.05684481709
498	0.05633276883
499	0.05605989532
500	0.055308632
501	0.05520315916
502	0.05501668289
503	0.05414800574
504	0.05380885468
505	0.05357315851
506	0.05300725737
507	0.05294850714
508	0.05289959166
509	0.05232748263
510	0.05182606438
511	0.05171896037
512	0.05134914685
513	0.05083256572
514	0.05076947524
515	0.05017912548
516	0.049930833
517	0.04955462643
518	0.0491646096
519	0.04877423511
520	0.04838167247
521	0.04793512029
522	0.04747770687
523	0.04703851638
524	0.04657300693
525	0.04623237995
526	0.04562014871
527	0.04551428409
528	0.04532710358
529	0.04492659824
530	0.04475412109
531	0.04461981001
532	0.0444711138
533	0.04406948617
534	0.04357323429
535	0.04312430555
536	0.04278479028
537	0.04256232292
538	0.04225535901
539	0.04198744819
540	0.04179104657
541	0.04144567516
542	0.04130662262
543	0.04090010939
544	0.04069521559
545	0.04028726154
546	0.04008792639
547	0.0400197474
548	0.03974104699
549	0.03936211264
550	0.03877896476
551	0.03838371026
552	0.03805056878
553	0.03752554806
554	0.03712225194
555	0.03676559021
556	0.03653212161
557	0.03619373551
558	0.0360554885
559	0.03576985758
560	0.03553018599
561	0.03514896928
562	0.03490031467
563	0.03482616719
564	0.03464889245
565	0.03438993552
566	0.03427124309
567	0.03399241055
568	0.03379003921
569	0.03331373359
570	0.03286235206
571	0.03234174754
572	0.03191178438
573	0.03186083166
574	0.03171282581
575	0.03143981769
576	0.03138111825
577	0.03123064015
578	0.03100277675
579	0.0308396446
580	0.03063209423
581	0.03040269849
582	0.03017034762
583	0.02988188964
584	0.02957582193
585	0.02924431255
586	0.02899943442
587	0.02880361569
588	0.02857747237
589	0.02830581395
590	0.02815956842
591	0.02801958759
592	0.02778899023
593	0.02744333651
594	0.02726162284
595	0.02700632935
596	0.02695173001
597	0.02681978251
598	0.02670573452
599	0.02654655605
600	0.02645193022
601	0.02637969386
602	0.02623769515
603	0.0261764525
604	0.02597443363
605	0.02594209201
606	0.02581491478
607	0.0256091184
608	0.02533102331
609	0.02529517801
610	0.0250142703
611	0.02479432172
612	0.02452973685
613	0.02444302953
614	0.02419202275
615	0.02413321418
616	0.02380945183
617	0.02355789569
618	0.02333887631
619	0.02316634334
620	0.02303873161
621	0.02290849817
622	0.022844673
623	0.0226633776
624	0.02241773506
625	0.02205953279
626	0.02184684704
627	0.02178406005
628	0.02146715664
629	0.02137712984
630	0.02108567035
631	0.02093929793
632	0.02084365931
633	0.02070183628
634	0.02051302834
635	0.02034097482
636	0.02028727416
637	0.02017107249
638	0.01984695028
639	0.01975529909
640	0.01972701155
641	0.01959789705
642	0.01936003655
643	0.01918136793
644	0.01905089239
645	0.01899926119
646	0.018861929
647	0.01864572008
648	0.0186265555
649	0.01852943138
650	0.01831085682
651	0.01817510952
652	0.01800415055
653	0.01786470925
654	0.01770433993
655	0.01745552837
656	0.01736275527
657	0.01719161311
658	0.01695750173
659	0.0167995636
660	0.01678160916
661	0.01669472493
662	0.01661351078
663	0.01654512127
664	0.01652515348
665	0.01638466363
666	0.01628081853
667	0.01604613283
668	0.01602038318
669	0.01590002001
670	0.01575632295
671	0.01562157021
672	0.01549767599
673	0.01534931006
674	0.01527302532
675	0.01518713166
676	0.01508093968
677	0.01492783962
678	0.01483049776
679	0.014731186
680	0.01452801485
681	0.01446924895
682	0.01442662991
683	0.014356693
684	0.01431527804
685	0.01417000625
686	0.01406485221
687	0.01403479484
688	0.01390338076
689	0.01380711294
690	0.01370303868
691	0.01367560863
692	0.01365057018
693	0.01363442008
694	0.01356338479
695	0.01338503813
696	0.01328681888
697	0.01319457075
698	0.0130978526
699	0.01298574704
700	0.01295520684
701	0.01281637302
702	0.01279679826
703	0.0126911952
704	0.01265024865
705	0.01250575374
706	0.0124352074
707	0.01241948359
708	0.01234860111
709	0.01230783531
710	0.01210573271
711	0.01206846257
712	0.01193776336
713	0.01190020331
714	0.0118531777
715	0.01170529473
716	0.01166168549
717	0.01164260402
718	0.01153721522
719	0.01137598521
720	0.01124876764
721	0.01117812703
722	0.01114108272
723	0.01108544482
724	0.01106974964
725	0.01103665074
726	0.01093022244
727	0.0108933353
728	0.01080541734
729	0.01072116034
730	0.01068669377
731	0.01052696066
732	0.01040719043
733	0.01032487261
734	0.01026168967
735	0.01016663802
736	0.01014972187
737	0.01001930421
738	0.009887644755
739	0.009869647092
740	0.009850003321
741	0.00979803502
742	0.009763151373
743	0.009677406215
744	0.009603756805
745	0.009531418331
746	0.009501490074
747	0.009455532855
748	0.009418068016
749	0.009313430376
750	0.009229021079
751	0.009152934422
752	0.009050333774
753	0.008969597483
754	0.008930156726
755	0.008859171331
756	0.008787909828
757	0.008708320454
758	0.008674870238
759	0.008603526693
760	0.008570453802
761	0.008496550711
762	0.008443037809
763	0.008379300357
764	0.008358319811
765	0.008300070133
766	0.008209969092
767	0.008117996201
768	0.008013709336
769	0.007950661272
770	0.007892763473
771	0.007849359547
772	0.007828830872
773	0.007748432025
774	0.007707008977
775	0.007669689522
776	0.007603818013
777	0.007553387923
778	0.007458024143
779	0.007414655494
780	0.007370244886
781	0.007320597055
782	0.007306364487
783	0.007236717686
784	0.007151951294
785	0.007048292387
786	0.0070137102
787	0.006968615665
788	0.006920357143
789	0.00686235407
790	0.006809816149
791	0.006771433152
792	0.006727477506
793	0.006663072757
794	0.006619180769
795	0.006570614758
796	0.00654413767
797	0.006529572224
798	0.006458890663
799	0.006386601679
800	0.006368900269
801	0.006287369155
802	0.006242988701
803	0.006199944152
804	0.006168522672
805	0.0061107822
806	0.006043226952
807	0.005998426114
808	0.005940766584
809	0.005883329595
810	0.005855165291
811	0.005789638459
812	0.005749876796
813	0.00572043131
814	0.005673090917
815	0.005659947122
816	0.005623280935
817	0.005580158727
818	0.005558943289
819	0.00553139128
820	0.005508905468
821	0.00546227266
822	0.00545425617
823	0.00542665607
824	0.005360919033
825	0.005312317486
826	0.005292919126
827	0.00526980242
828	0.005230854882
829	0.005181514403
830	0.005162115753
831	0.005149975019
832	0.005108673521
833	0.005074682033
834	0.005041890716
835	0.005035907804
836	0.005003434415
837	0.004975633286
838	0.004937562723
839	0.004905752801
840	0.004831060327
841	0.004813014697
842	0.004761786317
843	0.004712355925
844	0.004668459372
845	0.004635003506
846	0.004612468881
847	0.004576988558
848	0.004535290346
849	0.004486506134
850	0.004435907043
851	0.00443208492
852	0.004419478916
853	0.004391090239
854	0.004348807755
855	0.004286698254
856	0.004257744732
857	0.004240779008
858	0.004216896518
859	0.00417303071
860	0.004139371026
861	0.004100458621
862	0.004086936387
863	0.004067039578
864	0.004036405291
865	0.00401801097
866	0.004010368018
867	0.004000806609
868	0.003961727829
869	0.003942919568
870	0.003913554369
871	0.003887769203
872	0.003872189108
873	0.003853316283
874	0.003849796041
875	0.003846095584
876	0.003824815264
877	0.003807503563
878	0.003770419342
879	0.003713227252
880	0.003696191136
881	0.003669770763
882	0.003647798093
883	0.003599079459
884	0.003565569182
885	0.003552520121
886	0.003525829347
887	0.003500299943
888	0.003480726393
889	0.003450475591
890	0.003441883132
891	0.003421841231
892	0.003418490786
893	0.003398330208
894	0.003394122832
895	0.003374343663
896	0.003344843499
897	0.003327804715
898	0.003324075214
899	0.003291304187
900	0.003267450694
901	0.003257408343
902	0.003219436682
903	0.00320684909
904	0.003175312504
905	0.003141370092
906	0.003120547031
907	0.003106629251
908	0.00308495026
909	0.0030580758
910	0.003035593188
911	0.003009880078
912	0.002980913654
913	0.002962482022
914	0.002939795622
915	0.002913178066
916	0.002884050887
917	0.002862457719
918	0.00284243576
919	0.002820244515
920	0.002809867308
921	0.002797964949
922	0.002795540522
923	0.002780132097
924	0.002777919722
925	0.002757137874
926	0.002752612207
927	0.002739252003
928	0.002728133819
929	0.002714433687
930	0.002709674826
931	0.002676958824
932	0.002652071849
933	0.002649384332
934	0.002635592799
935	0.002619394871
936	0.002605208664
937	0.002584413289
938	0.002581368224
939	0.002557500651
940	0.0025470035
941	0.002530992477
942	0.00251150444
943	0.002479033477
944	0.002461768131
945	0.002432243427
946	0.002424386816
947	0.002407303097
948	0.002391262042
949	0.002376656241
950	0.002346919823
951	0.002317560426
952	0.002298831244
953	0.002284764424
954	0.002258539337
955	0.002254730183
956	0.002228535728
957	0.002217975034
958	0.00220789811
959	0.002183200335
960	0.002167507338
961	0.002129661032
962	0.002127190863
963	0.002117626594
964	0.002111411883
965	0.002095250833
966	0.002083985203
967	0.002059466037
968	0.002040094261
969	0.00203063705
970	0.002024918082
971	0.002015265954
972	0.001994805728
973	0.001982072402
974	0.001972517864
975	0.001959919087
976	0.00195843739
977	0.001953899662
978	0.001935442419
979	0.001919947892
980	0.00190591314
981	0.001898798322
982	0.001889817704
983	0.001871543083
984	0.0018648251
985	0.001845928767
986	0.001826362763
987	0.001815764561
988	0.001811181659
989	0.001805668327
990	0.001793655076
991	0.001776562216
992	0.001768768664
993	0.001764919157
994	0.001756051226
995	0.001738697417
996	0.001723206867
997	0.001719124333
998	0.00170608934
999	0.001680890973
